"","ID","Name","Nationality","Club_Joining","Contract_Expiry","Rating","Height","Preffered_Foot","Birth_Date","Age","Work_Rate","Weight"
"1608",1608,"Franck Yannick","Ivory Coast",2015-08-31,2021,75,183,"Right",1996-12-19,20,"Medium / Medium",76
"1609",1609,"Rafael Cachoira","Brazil",2015-02-01,2020,75,188,"Right",1988-02-29,28,"Medium / Medium",84
"1610",1610,"Nicholas Aldair","Brazil",2015-02-01,2020,75,187,"Right",1992-02-29,24,"Medium / Medium",81
"1611",1611,"Luimo Boas Santos","Brazil",2016-08-31,2020,75,176,"Right",1988-02-29,28,"High / Medium",73
"1612",1612,"Adilson Edrada","Brazil",2015-02-01,2020,75,176,"Right",1992-02-29,24,"Medium / Low",72
"1613",1613,"Allan Bardinho","Brazil",2015-02-01,2020,75,175,"Left",1992-02-29,24,"Medium / Medium",72
"1614",1614,"Simão Acunha","Brazil",2016-08-31,2020,75,178,"Right",1988-02-29,28,"High / Low",71
"1615",1615,"Gabrisco Aníbal","Brazil",2015-02-01,2020,75,182,"Right",1992-02-29,24,"Medium / High",77
"1616",1616,"Davi Parrela","Brazil",2015-02-01,2020,75,191,"Right",1988-02-29,28,"Medium / Medium",88
"1617",1617,"Kaimo Lima","Brazil",2015-02-01,2020,75,188,"Left",1984-02-29,32,"Medium / Medium",77
"1618",1618,"Victildinho","Brazil",2015-02-01,2020,75,178,"Right",1984-02-29,32,"Medium / Medium",75
"1619",1619,"Andeson Trigo","Brazil",2015-02-01,2020,75,175,"Left",1988-02-29,28,"High / Medium",68
"1620",1620,"Kaíquão Castro","Brazil",2015-02-01,2020,75,190,"Right",1984-02-29,32,"Medium / Medium",88
"1621",1621,"Dani Rochelinhas","Brazil",2016-08-31,2020,75,178,"Left",1992-02-29,24,"High / Low",75
"1622",1622,"Laure Santeiro","Brazil",2016-08-22,2020,75,171,"Left",1988-02-29,28,"Medium / Medium",63
"1623",1623,"Jorginhson","Brazil",2015-01-01,2020,75,178,"Left",1992-02-29,24,"Medium / Medium",75
"1624",1624,"Melvin Parrela","Brazil",2015-01-01,2020,75,188,"Right",1988-02-29,28,"Medium / Medium",88
"1625",1625,"Otávio Cairinho","Brazil",2015-01-01,2020,75,179,"Right",1992-02-29,24,"Medium / Medium",80
"1626",1626,"Caio Nunson","Brazil",2015-01-01,2019,75,185,"Left",1988-02-29,28,"Medium / Medium",85
"1627",1627,"Juli Freitinho","Brazil",2015-01-01,2020,75,192,"Right",1988-02-29,28,"Medium / High",91
"1628",1628,"Alexo Baia","Brazil",2015-01-01,2020,75,175,"Right",1988-02-29,28,"High / Medium",71
"1629",1629,"Silas Almeim","Brazil",2015-01-01,2020,75,177,"Left",1992-02-29,24,"Medium / Medium",76
"1630",1630,"Simão Donatinho","Brazil",2015-01-01,2020,75,188,"Left",1984-02-29,32,"Medium / Medium",82
"1631",1631,"Gastón Pereiro","Uruguay",2015-07-15,2020,75,188,"Left",1995-06-11,21,"High / Medium",76
"1632",1632,"Aminu Umar","Nigeria",2015-01-10,2018,75,174,"Right",1995-03-06,21,"High / Low",72
"1633",1633,"Yoshinori Muto","Japan",2015-07-01,2019,75,179,"Right",1992-07-15,24,"High / High",72
"1634",1634,"Viktor Kovalenko","Ukraine",2014-01-01,2019,75,182,"Right",1996-02-14,20,"High / High",75
"1635",1635,"Kasper Dolberg","Denmark",2015-07-01,2021,75,187,"Right",1997-10-06,19,"Medium / Low",82
"1636",1636,"Benjamin Henrichs","Germany",2015-07-01,2020,75,182,"Right",1997-02-23,19,"High / Medium",78
"1637",1637,"Christian Pulisic","United States",2016-01-05,2020,75,173,"Right",1998-09-18,18,"Medium / Medium",69
"1638",1638,"Lucas Tousart","France",2015-08-31,2020,75,185,"Right",1997-04-29,19,"Medium / High",83
"1639",1639,"Jakub Jankto","Czech Republic",2014-08-01,2023,75,184,"Left",1996-01-19,20,"Medium / Medium",73
"1640",1640,"André Horta","Portugal",2016-07-01,2021,75,174,"Right",1996-11-07,20,"High / Medium",67
"1641",1641,"Presnel Kimpembe","France",2014-10-17,2021,75,183,"Left",1995-08-13,21,"Medium / Medium",71
"1642",1642,"Hernani","Brazil",2017-01-25,2021,75,188,"Right",1994-03-27,22,"Medium / Medium",77
"1643",1643,"David García","Spain",2013-08-02,2019,75,185,"Right",1994-02-14,22,"Medium / Medium",72
"1644",1644,"Mikel Merino","Spain",2016-07-01,2021,75,187,"Left",1996-06-22,20,"Medium / Medium",79
"1645",1645,"Orbelín Pineda","Mexico",2016-01-01,2023,75,168,"Right",1996-03-24,20,"High / Medium",64
"1646",1646,"Rúben Neves","Portugal",2014-07-01,2019,75,180,"Right",1997-03-13,19,"Medium / Medium",75
"1647",1647,"Cristian Pavón","Argentina",2014-07-14,2020,75,175,"Right",1996-01-21,20,"Medium / Medium",65
"1648",1648,"Lucas Torreira","Uruguay",2015-07-01,2020,75,168,"Right",1996-02-11,20,"Medium / Medium",64
"1649",1649,"Erdem Sen","Turkey",2016-08-18,2019,75,180,"Right",1989-01-05,27,"Medium / High",75
"1650",1650,"Afonso Figueiredo","Portugal",2016-07-01,2020,75,169,"Left",1993-01-06,23,"High / Medium",63
"1651",1651,"Mario Pašalic","Croatia",2014-07-09,2018,75,188,"Right",1995-02-09,21,"High / High",82
"1652",1652,"Ömer Ali Sahiner","Turkey",2012-08-31,2017,75,175,"Right",1992-01-02,24,"High / Medium",70
"1653",1653,"Toshihiro Aoyama","Japan",2004-01-01,2023,75,174,"Right",1986-02-22,30,"Medium / High",75
"1654",1654,"Alexis Blin","France",2014-12-14,2020,75,184,"Right",1996-09-16,20,"Medium / High",78
"1655",1655,"Thomas Touré","Ivory Coast",2014-07-01,2019,75,175,"Right",1993-12-27,23,"High / Medium",76
"1656",1656,"Godfred Donsah","Ghana",2016-06-30,2020,75,175,"Right",1996-06-17,20,"Medium / Medium",70
"1657",1657,"Raúl","Brazil",2015-01-06,2017,75,189,"Left",1989-11-04,27,"Medium / Medium",83
"1658",1658,"Mislav Oršic","Croatia",2017-02-09,2019,75,178,"Right",1992-12-29,24,"High / Medium",72
"1659",1659,"Sebastián Driussi","Argentina",2013-12-01,2019,75,179,"Right",1996-02-09,20,"Medium / Medium",82
"1660",1660,"Lovre Kalinic","Croatia",2017-01-01,2021,75,201,"Left",1990-04-03,26,"Medium / Medium",90
"1661",1661,"Rafael Santos Borré","Colombia",2015-08-28,2021,75,174,"Right",1995-09-15,21,"Medium / Low",70
"1662",1662,"Léo Bonatini","Brazil",2016-07-18,2019,75,185,"Right",1994-03-28,22,"Medium / Medium",80
"1663",1663,"Jaume","Spain",2013-09-24,2022,75,187,"Right",1990-11-05,26,"Medium / Medium",76
"1664",1664,"Clément Lenglet","France",2017-01-05,2021,75,186,"Left",1995-06-17,21,"Medium / High",81
"1665",1665,"Diego Rico","Spain",2016-08-17,2018,75,183,"Left",1993-02-23,23,"Medium / Medium",76
"1666",1666,"Alex Alegría","Spain",2015-01-09,2021,75,189,"Right",1992-10-10,24,"Medium / Medium",82
"1667",1667,"Munir","Spain",2014-08-25,2019,75,175,"Left",1995-09-01,21,"High / Medium",69
"1668",1668,"Tana","Spain",2013-08-01,2019,75,168,"Right",1990-09-20,26,"High / Low",69
"1669",1669,"Hamari Traoré","Mali",2015-07-20,2018,73,174,"Right",1992-01-27,24,"Medium / Medium",57
"1670",1670,"Edgar Méndez","Spain",2016-07-18,2019,75,188,"Right",1991-04-30,25,"High / Medium",76
"1671",1671,"Jordan Amavi","France",2015-07-18,2020,75,176,"Left",1994-03-09,22,"High / Medium",70
"1672",1672,"Rodrigo Battaglia","Argentina",2014-01-12,2018,75,187,"Right",1991-07-12,25,"Medium / Medium",79
"1673",1673,"Ezequiel Cerutti","Argentina",2016-01-28,2020,75,179,"Right",1992-01-17,24,"High / Medium",75
"1674",1674,"Djavan","Brazil",2014-08-02,2018,75,184,"Left",1987-12-31,29,"High / Medium",76
"1675",1675,"Federico Cartabia","Argentina",2017-01-31,2022,75,170,"Left",1993-01-20,23,"High / Medium",65
"1676",1676,"Franco Mussis","Argentina",2015-01-06,2018,75,174,"Right",1992-04-19,24,"Medium / High",75
"1677",1677,"Marios Oikonomou","Greece",2014-07-02,2017,75,189,"Right",1992-10-06,24,"Medium / High",85
"1678",1678,"Yuriy Gazinskiy","Russia",2013-07-01,2021,75,184,"Left",1989-07-20,27,"Medium / Medium",75
"1679",1679,"Seko Fofana","France",2016-07-11,2021,75,183,"Right",1995-05-07,21,"High / Medium",77
"1680",1680,"Andrew Robertson","Scotland",2014-07-29,2018,75,178,"Left",1994-03-11,22,"High / High",63
"1681",1681,"Tin Jedvaj","Croatia",2013-07-12,2020,75,184,"Right",1995-11-28,21,"Medium / Medium",83
"1682",1682,"Maxwel Cornet","France",2015-01-16,2021,75,179,"Left",1996-09-27,20,"High / High",69
"1683",1683,"Aleksandar Mitrovic","Serbia",2015-07-21,2020,75,189,"Right",1994-09-16,22,"Medium / Medium",82
"1684",1684,"Naranjo","Spain",2017-01-10,2020,75,182,"Right",1994-07-28,22,"Medium / Medium",72
"1685",1685,"Deniz Türüç","Turkey",2015-07-27,2018,75,177,"Left",1993-01-29,23,"High / Medium",72
"1686",1686,"Rúben Vezo","Portugal",2014-01-01,2018,75,183,"Right",1994-04-25,22,"Medium / Medium",80
"1687",1687,"Jonathan Schunke","Argentina",2012-07-24,2022,75,193,"Right",1987-02-22,29,"Low / Medium",85
"1688",1688,"Martín Cauteruccio","Uruguay",2017-01-11,2022,75,180,"Right",1987-04-14,29,"Medium / Medium",76
"1689",1689,"Lucas Zelarayán","Argentina",2015-01-01,2022,75,172,"Right",1992-06-20,24,"High / Low",73
"1690",1690,"Luciano Lollo","Argentina",2016-07-01,2020,75,184,"Right",1987-03-29,29,"Medium / Medium",85
"1691",1691,"Milton Casco","Argentina",2015-09-09,2018,75,170,"Right",1988-04-11,28,"High / Medium",69
"1692",1692,"Paolo Goltz","Argentina",2014-05-29,2020,75,185,"Right",1985-05-12,31,"Medium / Medium",81
"1693",1693,"Luis Quiñones","Colombia",2016-01-01,2022,75,178,"Left",1991-06-26,25,"High / Medium",70
"1694",1694,"William Tesillo","Colombia",2015-12-29,2018,75,184,"Left",1990-02-02,26,"Medium / Medium",78
"1695",1695,"Yimmi Chará","Colombia",2014-12-18,2017,75,165,"Right",1991-04-02,25,"High / Medium",68
"1696",1696,"Jefferson Lerma","Colombia",2016-07-01,2020,75,179,"Right",1994-10-25,22,"Medium / High",70
"1697",1697,"Pierre-Emile Højbjerg","Denmark",2016-07-11,2021,75,185,"Right",1995-08-05,21,"Medium / Medium",84
"1698",1698,"Facundo Ferreyra","Argentina",2013-07-09,2018,75,187,"Right",1991-03-14,25,"Medium / Medium",76
"1699",1699,"Laurent Depoitre","Belgium",2016-08-08,2020,75,191,"Right",1988-12-07,28,"High / High",91
"1700",1700,"Hernâni","Portugal",2015-02-02,2019,75,178,"Left",1991-08-20,25,"Medium / Medium",69
"1701",1701,"Jorrit Hendrix","Netherlands",2011-12-07,2020,75,182,"Left",1995-02-06,21,"Medium / High",70
"1702",1702,"Leonel Vangioni","Argentina",2016-07-08,2020,75,181,"Left",1987-05-05,29,"High / Medium",77
"1703",1703,"Arthur Masuaku","France",2016-08-08,2020,75,179,"Left",1993-11-07,23,"High / Medium",70
"1704",1704,"Avilés Hurtado","Colombia",2016-06-08,2022,75,171,"Right",1987-04-20,29,"Medium / Medium",65
"1705",1705,"Riechedly Bazoer","Netherlands",2017-01-01,2021,75,184,"Right",1996-10-12,20,"Medium / Medium",74
"1706",1706,"Enzo Roco","Chile",2016-07-01,2022,75,191,"Right",1992-08-16,24,"Medium / High",86
"1707",1707,"Camilo Vargas","Colombia",2015-01-07,2022,75,185,"Left",1989-03-09,27,"Medium / Medium",82
"1708",1708,"Karol Linetty","Poland",2016-07-29,2021,75,176,"Right",1995-02-02,21,"High / High",73
"1709",1709,"Danilo Cataldi","Italy",2011-07-01,2020,75,180,"Right",1994-08-06,22,"Medium / Medium",70
"1710",1710,"Ricardo Kishna","Netherlands",2015-07-29,2019,75,183,"Left",1995-01-04,21,"Medium / Low",77
"1711",1711,"Rubén Blanco","Spain",2012-07-01,2020,75,188,"Right",1995-07-25,21,"Medium / Medium",70
"1712",1712,"Víctor Rodríguez","Spain",2016-07-01,2020,75,170,"Right",1989-07-23,27,"Medium / Medium",70
"1713",1713,"Douglas Santos","Brazil",2016-08-31,2021,75,175,"Left",1994-03-22,22,"High / Medium",70
"1714",1714,"Renato Steffen","Switzerland",2016-01-13,2020,75,170,"Left",1991-11-03,25,"High / Medium",65
"1715",1715,"Ridgeciano Haps","Netherlands",2012-06-01,2019,75,175,"Left",1993-06-12,23,"High / Medium",66
"1716",1716,"Garry Mendes Rodrigues","Cape Verde",2017-01-10,2021,75,173,"Right",1990-11-27,26,"Medium / Medium",70
"1717",1717,"José Rodríguez","Spain",2016-07-01,2020,75,180,"Right",1994-12-16,22,"Medium / Medium",75
"1718",1718,"Dimitrios Siovas","Greece",2012-07-01,2018,75,192,"Left",1988-09-16,28,"Medium / High",83
"1719",1719,"José Juan Vázquez","Mexico",2016-06-14,2022,75,166,"Right",1988-03-14,28,"Medium / High",64
"1720",1720,"Derlis González","Paraguay",2015-07-30,2020,75,172,"Right",1994-03-20,22,"High / Medium",64
"1721",1721,"Gerso","Guinea Bissau",2017-01-04,2022,75,172,"Left",1991-02-23,25,"High / Low",65
"1722",1722,"Nathan Aké","Netherlands",2012-07-01,2020,75,180,"Left",1995-02-18,21,"Medium / Medium",75
"1723",1723,"Isaac Becerra","Spain",2016-07-01,2019,75,180,"Right",1988-06-18,28,"Medium / Medium",80
"1724",1724,"Giancarlo González","Costa Rica",2014-08-26,2018,75,186,"Right",1988-02-08,28,"Medium / Medium",78
"1725",1725,"Oumar Niasse","Senegal",2016-02-01,2020,75,182,"Right",1990-04-18,26,"Medium / Medium",82
"1726",1726,"Petros Mantalos","Greece",2017-01-12,2020,75,176,"Right",1991-08-31,25,"High / Medium",76
"1727",1727,"Vitinho","Brazil",2013-09-02,2020,75,180,"Right",1993-10-09,23,"Medium / Medium",76
"1728",1728,"Albentosa","Spain",2016-07-09,2020,75,194,"Right",1988-09-01,28,"Medium / Medium",89
"1729",1729,"Mike Van Der Hoorn","Netherlands",2016-07-18,2019,75,190,"Right",1992-10-15,24,"Medium / Medium",81
"1730",1730,"Insua","Spain",2012-07-01,2020,75,183,"Right",1993-09-09,23,"Medium / Medium",75
"1731",1731,"Eduardo Vargas","Chile",2017-01-27,2020,75,174,"Right",1989-11-20,27,"Medium / Low",77
"1732",1732,"Will Hughes","England",2012-06-01,2020,75,185,"Left",1995-04-17,21,"Medium / Medium",74
"1733",1733,"Bogdan Butko","Ukraine",2013-07-19,2022,75,182,"Right",1991-01-13,25,"High / Medium",72
"1734",1734,"Sergiy Kryvtsov","Ukraine",2010-07-01,2017,75,186,"Right",1991-03-15,25,"Medium / Medium",83
"1735",1735,"Luka Milivojevic","Serbia",2017-02-01,2020,75,186,"Right",1991-04-07,25,"Medium / Medium",80
"1736",1736,"Willard Katsande","Zimbabwe",2011-06-01,2020,75,178,"Right",1986-01-15,30,"Medium / Medium",78
"1737",1737,"Yvon Mvogo","Switzerland",2011-07-01,2018,75,190,"Right",1994-06-06,22,"Medium / Medium",90
"1738",1738,"Calum Chambers","England",2014-07-28,2020,75,182,"Right",1995-01-20,21,"Low / High",66
"1739",1739,"Stefanos Kapino","Greece",2015-07-15,2018,75,196,"Right",1994-03-18,22,"Medium / Medium",91
"1740",1740,"Marko Livaja","Croatia",2016-07-15,2020,75,182,"Right",1993-08-26,23,"Medium / Low",87
"1741",1741,"Dwight Gayle","England",2016-07-01,2021,75,177,"Right",1990-10-20,26,"Medium / Medium",73
"1742",1742,"Christian Atsu","Ghana",2013-09-01,2018,75,172,"Left",1992-01-10,24,"High / Medium",68
"1743",1743,"Valeri Qazaishvili","Georgia",2011-08-01,2018,75,174,"Right",1993-01-29,23,"Medium / Low",78
"1744",1744,"Soualiho Meïté","France",2013-01-28,2017,75,187,"Right",1994-03-17,22,"Medium / High",80
"1745",1745,"Ilori","Portugal",2017-01-18,2020,75,190,"Right",1993-02-26,23,"Medium / Medium",80
"1746",1746,"Iván Piris","Paraguay",2016-07-13,2019,75,174,"Right",1989-03-10,27,"Medium / Medium",68
"1747",1747,"Abdoulaye Ba","Senegal",2010-07-01,2018,75,197,"Right",1991-01-01,26,"Low / Medium",79
"1748",1748,"Lorenzo Melgarejo","Paraguay",2016-02-08,2020,75,178,"Left",1990-08-10,26,"Medium / Low",70
"1749",1749,"Víctor Ibarbo","Colombia",2011-07-01,2018,75,188,"Right",1990-05-19,26,"High / Medium",80
"1750",1750,"Benjamin Van","Netherlands",2014-07-01,2019,75,187,"Right",1992-04-09,24,"Medium / Medium",76
"1751",1751,"Jürgen Locadia","Netherlands",2010-07-01,2020,75,187,"Right",1993-11-07,23,"Medium / Medium",78
"1752",1752,"Yassin Ayoub","Netherlands",2011-01-01,2018,75,175,"Left",1994-03-06,22,"Medium / Medium",70
"1753",1753,"Edenílson","Brazil",2014-08-11,2018,75,175,"Right",1989-12-18,27,"High / Medium",76
"1754",1754,"Viktor Fischer","Denmark",2016-07-01,2019,75,180,"Right",1994-06-09,22,"High / Low",71
"1755",1755,"Pozuelo","Spain",2015-08-31,2017,75,170,"Right",1991-09-20,25,"High / Medium",63
"1756",1756,"Adrien Trebel","France",2017-01-15,2020,75,174,"Left",1991-03-03,25,"High / Medium",72
"1757",1757,"Welthon","Brazil",2016-07-01,2020,75,180,"Left",1992-06-21,24,"High / Low",74
"1758",1758,"Mauro","Brazil",2014-07-01,2018,75,177,"Right",1990-10-31,26,"Low / Medium",72
"1759",1759,"Ogenyi Onazi","Nigeria",2016-08-03,2020,75,173,"Right",1992-12-25,24,"Medium / Medium",73
"1760",1760,"Rodrigo Mora","Uruguay",2012-08-14,2018,75,170,"Right",1987-10-29,29,"Medium / Medium",74
"1761",1761,"Gregoire Defrel","France",2015-08-05,2020,75,179,"Left",1991-06-17,25,"High / Medium",77
"1762",1762,"Federico Viviani","Italy",2015-07-01,2020,75,180,"Right",1992-03-24,24,"Medium / Medium",75
"1763",1763,"Jérôme Roussillon","France",2015-01-20,2019,75,175,"Left",1993-01-06,23,"High / High",80
"1764",1764,"Jota Peleteiro","Spain",2014-08-15,2017,75,180,"Left",1991-06-16,25,"High / Low",70
"1765",1765,"David Juncà","Spain",2015-07-28,2018,75,175,"Left",1993-11-16,23,"High / Medium",67
"1766",1766,"Bobby Wood","United States",2016-07-01,2020,75,180,"Right",1992-11-15,24,"High / Medium",79
"1767",1767,"Diego Demme","Germany",2014-01-08,2021,75,170,"Right",1991-11-21,25,"High / High",68
"1768",1768,"Jasmin Kurtic","Slovenia",2015-07-01,2019,75,186,"Right",1989-01-10,27,"Medium / High",88
"1769",1769,"Siniša Andelkovic","Slovenia",2011-01-01,2017,75,186,"Right",1986-02-13,30,"Medium / Medium",82
"1770",1770,"Dmitriy Poloz","Russia",2012-01-10,2019,75,183,"Right",1991-07-12,25,"High / Medium",74
"1771",1771,"Ryder","Brazil",2016-02-01,2020,75,180,"Right",1993-02-27,23,"High / Medium",71
"1772",1772,"Ravel Morrison","England",2015-07-01,2019,75,175,"Right",1993-02-02,23,"Medium / Low",71
"1773",1773,"Gaëtan Bussmann","France",2015-08-30,2017,75,184,"Left",1991-02-02,25,"Medium / Medium",79
"1774",1774,"André Martins","Portugal",2016-08-08,2019,75,169,"Right",1990-01-21,26,"Medium / Medium",62
"1775",1775,"Bogdan Stancu","Romania",2017-01-18,2019,75,183,"Right",1987-06-28,29,"High / Low",75
"1776",1776,"Tolga Cigerci","Turkey",2016-08-08,2019,75,185,"Right",1992-03-23,24,"High / High",80
"1777",1777,"Juan Jesus","Brazil",2012-01-30,2020,75,185,"Left",1991-06-10,25,"Medium / High",76
"1778",1778,"Carles Planas","Spain",2014-07-07,2017,75,173,"Left",1991-03-04,25,"Medium / Medium",76
"1779",1779,"Tomáš Koubek","Czech Republic",2015-07-09,2019,75,198,"Right",1992-08-26,24,"Medium / Medium",95
"1780",1780,"Lewis Dunk","England",2010-07-01,2021,75,192,"Right",1991-11-21,25,"High / Medium",88
"1781",1781,"Luca Caldirola","Italy",2013-07-02,2017,75,189,"Left",1991-02-01,25,"Medium / Medium",79
"1782",1782,"Erik Sviatchenko","Denmark",2016-01-17,2020,75,185,"Right",1991-10-04,25,"High / Medium",82
"1783",1783,"Renato Neto","Brazil",2014-07-01,2019,75,185,"Right",1991-09-27,25,"High / High",83
"1784",1784,"Matz Sels","Belgium",2016-06-29,2021,75,189,"Right",1992-02-26,24,"Medium / Medium",82
"1785",1785,"Matthew Lowton","England",2015-06-22,2018,75,180,"Right",1989-06-09,27,"High / Medium",78
"1786",1786,"Oriol Romeu","Spain",2015-08-12,2021,75,183,"Right",1991-09-24,25,"Medium / High",83
"1787",1787,"Roberto Inglese","Italy",2010-07-01,2018,75,186,"Right",1991-11-12,25,"Medium / Medium",85
"1788",1788,"Luna","Spain",2015-07-09,2017,75,178,"Left",1991-03-17,25,"High / Medium",68
"1789",1789,"Lacina Traoré","Ivory Coast",2014-01-04,2018,75,203,"Left",1990-05-20,26,"Medium / Low",87
"1790",1790,"Danilo D'ambrosio","Italy",2014-01-30,2018,75,180,"Right",1988-09-09,28,"Medium / Medium",75
"1791",1791,"Nicolas Isimat-Mirin","France",2015-07-01,2019,75,189,"Right",1991-11-15,25,"Medium / Medium",83
"1792",1792,"Saphir Taïder","Algeria",2013-08-21,2017,75,180,"Right",1992-02-29,24,"High / Medium",73
"1793",1793,"Nathan Redmond","England",2016-07-01,2021,75,173,"Right",1994-03-06,22,"High / Medium",75
"1794",1794,"Kara Mbodj","Senegal",2015-08-07,2019,75,192,"Right",1989-11-11,27,"Medium / Medium",85
"1795",1795,"Cristian Gamboa","Costa Rica",2016-08-30,2019,75,175,"Right",1989-10-24,27,"High / Medium",67
"1796",1796,"Pierre-Michel Lasogga","Germany",2014-07-04,2019,75,189,"Right",1991-12-15,25,"Medium / Medium",88
"1797",1797,"Róbert Mak","Slovakia",2016-07-22,2020,75,179,"Right",1991-03-08,25,"High / Low",75
"1798",1798,"Sérgio Oliveira","Portugal",2015-07-01,2020,75,181,"Right",1992-06-02,24,"Medium / Medium",72
"1799",1799,"Ximo Navarro","Spain",2014-06-24,2017,75,178,"Right",1990-01-23,26,"Medium / Medium",71
"1800",1800,"Juanmi","Spain",2016-07-01,2021,75,170,"Right",1993-05-20,23,"High / Medium",63
"1801",1801,"Arribas","Spain",2015-07-01,2018,75,182,"Right",1989-05-01,27,"Medium / Medium",74
"1802",1802,"Ivo Pinto","Portugal",2016-01-08,2019,75,184,"Right",1990-01-07,26,"High / Medium",70
"1803",1803,"Giulio Donati","Italy",2016-01-25,2019,75,178,"Right",1990-02-05,26,"Medium / High",76
"1804",1804,"Serdar Gürler","Turkey",2016-01-13,2017,75,173,"Right",1991-09-14,25,"High / Low",65
"1805",1805,"José Pedro Fuenzalida","Chile",2016-01-10,2018,75,170,"Right",1985-02-22,31,"High / High",67
"1806",1806,"Bill Hamid","United States",2009-01-01,2021,75,191,"Right",1990-11-25,26,"Medium / Medium",102
"1807",1807,"Gonzalo Jara","Chile",2016-01-18,2018,75,178,"Right",1985-08-29,31,"Medium / Medium",78
